,County,Income per Capita,Population,Doses,Doses per Capita
1441,"Forrest, MS",39450,74897,,
1442,"Franklin, MS",35353,7713,,
1443,"George, MS",33595,24500,,
1444,"Greene, MS",28617,13586,,
1445,"Grenada, MS",37067,20758,,
1446,"Hancock, MS",36533,47632,,
1447,"Harrison, MS",38140,208080,,
1448,"Hinds, MS",40279,231840,,
1449,"Holmes, MS",29976,17010,,
1450,"Humphreys, MS",34941,8064,,
1451,"Issaquena, MS",27430,1327,,
1452,"Itawamba, MS",36375,23390,,
1453,"Jackson, MS",38269,143617,,
1454,"Jasper, MS",39699,16383,,
1455,"Jefferson, MS",34860,6990,,
1456,"Jefferson Davis, MS",30429,11128,,
1457,"Jones, MS",38740,68098,,
1458,"Kemper, MS",30021,9742,,
1459,"Lafayette, MS",43820,54019,,
1460,"Lamar, MS",40207,63343,,
1461,"Lauderdale, MS",39359,74125,,
1462,"Lawrence, MS",34308,12586,,
1463,"Leake, MS",31441,22786,,
1464,"Lee, MS",42635,85436,,
1465,"Leflore, MS",38974,28183,,
1466,"Lincoln, MS",39441,34153,,
1467,"Lowndes, MS",40717,58595,,
1468,"Madison, MS",65746,106272,,
1469,"Marion, MS",38701,24573,,
1470,"Marshall, MS",34165,35294,,
1471,"Monroe, MS",36295,35252,,
1472,"Montgomery, MS",35910,9775,,
1473,"Neshoba, MS",36785,29118,,
1474,"Newton, MS",35563,21018,,
1475,"Noxubee, MS",34204,10417,,
1476,"Oktibbeha, MS",35457,49587,,
1477,"Panola, MS",33528,34192,,
1478,"Pearl River, MS",37178,55535,,
1479,"Perry, MS",33188,11973,,
1480,"Pike, MS",31536,39288,,
1481,"Pontotoc, MS",33932,32174,,
1482,"Prentiss, MS",31314,25126,,
1483,"Quitman, MS",30185,6792,,
1484,"Rankin, MS",45237,155271,,
1485,"Scott, MS",31585,28124,,
1486,"Sharkey, MS",34830,4321,,
1487,"Simpson, MS",36587,26658,,
1488,"Smith, MS",35445,15916,,
1489,"Stone, MS",33369,18336,,
1490,"Sunflower, MS",31846,25110,,
1491,"Tallahatchie, MS",30451,13809,,
1492,"Tate, MS",36836,28321,,
1493,"Tippah, MS",35061,22015,,
1494,"Tishomingo, MS",34871,19383,,
1495,"Tunica, MS",34325,9632,,
1496,"Union, MS",33027,28815,,
1497,"Walthall, MS",31910,14286,,
1498,"Warren, MS",41102,45381,,
1499,"Washington, MS",38942,43909,,
1500,"Wayne, MS",34961,20183,,
1501,"Webster, MS",39794,9689,,
1502,"Wilkinson, MS",30723,8630,,
1503,"Winston, MS",36414,17955,,
1504,"Yalobusha, MS",38478,12108,,
1505,"Yazoo, MS",27666,29690,,
1506,"Adair, MO",33351,25343,,
1507,"Andrew, MO",45594,17712,,
1508,"Atchison, MO",48160,5143,,
1509,"Audrain, MO",39118,25388,,
1510,"Barry, MO",35003,35789,,
1511,"Barton, MO",36035,11754,,
1512,"Bates, MO",40325,16172,,
1513,"Benton, MO",38536,19443,,
1514,"Bollinger, MO",33632,12133,,
1515,"Boone, MO",48525,180463,,
1516,"Buchanan, MO",40156,87364,,
1517,"Butler, MO",36606,42478,,
1518,"Caldwell, MO",38939,9020,,
1519,"Callaway, MO",39111,44743,,
1520,"Camden, MO",38352,46305,,
1521,"Cape Girardeau, MO",46754,78871,,
1522,"Carroll, MO",49468,8679,,
1523,"Carter, MO",33370,5982,,
1524,"Cass, MO",47907,105780,,
1525,"Cedar, MO",31208,14349,,
1526,"Chariton, MO",46156,7426,,
1527,"Christian, MO",41516,88595,,
1528,"Clark, MO",36842,6797,,
1529,"Clay, MO",48920,249948,,
1530,"Clinton, MO",43200,20387,,
1531,"Cole, MO",48273,76745,,
1532,"Cooper, MO",40212,17709,,
1533,"Crawford, MO",36242,23920,,
1534,"Dade, MO",35409,7561,,
1535,"Dallas, MO",34214,16878,,
1536,"Daviess, MO",35453,8278,,
1537,"DeKalb, MO",29649,12547,,
1538,"Dent, MO",34112,15573,,
1539,"Douglas, MO",29191,13185,,
1540,"Dunklin, MO",37291,29131,,
1541,"Franklin, MO",45672,103967,,
1542,"Gasconade, MO",40932,14706,,
1543,"Gentry, MO",44599,6571,,
1544,"Greene, MO",45476,293086,,
1545,"Grundy, MO",36146,9850,,
1546,"Harrison, MO",38154,8352,,
1547,"Henry, MO",42741,21824,,
1548,"Hickory, MO",29033,9544,,
1549,"Holt, MO",53880,4403,,
1550,"Howard, MO",41534,10001,,
1551,"Howell, MO",35261,40117,,
1552,"Iron, MO",34554,10125,,
1553,"Jackson, MO",47819,703011,,
1554,"Jasper, MO",42348,121328,,
1555,"Jefferson, MO",43259,225081,,
1556,"Johnson, MO",37615,54062,,
1557,"Knox, MO",37092,3959,,
1558,"Laclede, MO",37228,35723,,
1559,"Lafayette, MO",42819,32708,,
1560,"Lawrence, MO",34465,38355,,
1561,"Lewis, MO",37197,9776,,
1562,"Lincoln, MO",41082,59013,,
1563,"Linn, MO",40419,11920,,
1564,"Livingston, MO",39305,15227,,
1565,"McDonald, MO",28931,22837,,
1566,"Macon, MO",43173,15117,,
1567,"Madison, MO",37430,12088,,
1568,"Maries, MO",34965,8697,,
1569,"Marion, MO",41677,28530,,
1570,"Mercer, MO",34283,3617,,
1571,"Miller, MO",36501,25619,,
1572,"Mississippi, MO",33213,13180,,
1573,"Moniteau, MO",36675,16132,,
1574,"Monroe, MO",42136,8644,,
1575,"Montgomery, MO",41354,11551,,
1576,"Morgan, MO",40924,20627,,
1577,"New Madrid, MO",38281,17076,,
1578,"Newton, MO",39495,58236,,
1579,"Nodaway, MO",33466,22092,,
1580,"Oregon, MO",30778,10529,,
1581,"Osage, MO",46222,13615,,
1582,"Ozark, MO",31526,9174,,
1583,"Pemiscot, MO",37487,15805,,
1584,"Perry, MO",42182,19136,,
1585,"Pettis, MO",38545,42339,,
1586,"Phelps, MO",40208,44573,,
1587,"Pike, MO",35410,18302,,
1588,"Platte, MO",59095,104418,,
1589,"Polk, MO",35193,32149,,
1590,"Pulaski, MO",41734,52607,,
1591,"Putnam, MO",37336,4696,,
1592,"Ralls, MO",40447,10309,,
1593,"Randolph, MO",40856,24748,,
1594,"Ray, MO",43569,23018,,
1595,"Reynolds, MO",35467,6270,,
1596,"Ripley, MO",31522,13288,,
1597,"St. Charles, MO",54472,402022,,
1598,"St. Clair, MO",30578,9397,,
1599,"Ste. Genevieve, MO",41802,17894,,
1600,"St. Francois, MO",34886,67215,,
1601,"St. Louis, MO",73016,994205,,
1602,"Saline, MO",39037,22761,,
1603,"Schuyler, MO",30715,4660,,
1604,"Scotland, MO",36001,4902,,
1605,"Scott, MO",41626,38280,,
1606,"Shannon, MO",31184,8166,,
1607,"Shelby, MO",41446,5930,,
1608,"Stoddard, MO",37365,29025,,
1609,"Stone, MO",39225,31952,,
1610,"Sullivan, MO",41690,6089,,
1611,"Taney, MO",36794,55928,,
1612,"Texas, MO",29618,25398,,
1613,"Vernon, MO",35742,20563,,
1614,"Warren, MO",42648,35649,,
1615,"Washington, MO",30490,24730,,
1616,"Wayne, MO",30930,12873,,
1617,"Webster, MO",33387,39592,,
1618,"Worth, MO",40013,2013,,
1619,"Wright, MO",33243,18289,,
1620,"St. Louis (Independent City), MO",48202,300576,,
1621,"Beaverhead, MT",48424,9453,,
1622,"Big Horn, MT",31887,13319,,
1623,"Blaine, MT",33560,6681,,
1624,"Broadwater, MT",45211,6237,,
1625,"Carbon, MT",52371,10725,,
1626,"Carter, MT",41642,1252,,
1627,"Cascade, MT",49803,81366,,
1628,"Chouteau, MT",41312,5635,,
1629,"Custer, MT",47268,11402,,
1630,"Daniels, MT",48385,1690,,
1631,"Dawson, MT",47273,8613,,
1632,"Deer Lodge, MT",41454,9140,,
1633,"Fallon, MT",50824,2846,,
1634,"Fergus, MT",46646,11050,,
1635,"Flathead, MT",48866,103806,,
1636,"Gallatin, MT",58195,114434,,
1637,"Garfield, MT",33995,1258,,
1638,"Glacier, MT",36484,13753,,
1639,"Golden Valley, MT",52862,821,,
1640,"Granite, MT",44717,3379,,
1641,"Hill, MT",47082,16484,,
1642,"Jefferson, MT",49780,12221,,
1643,"Judith Basin, MT",50997,2007,,
1644,"Lake, MT",40754,30458,,
1645,"Lewis and Clark, MT",50600,69432,,
1646,"Liberty, MT",47675,2337,,
1647,"Lincoln, MT",37155,19980,,
1648,"McCone, MT",39913,1664,,
1649,"Madison, MT",53567,8600,,
1650,"Meagher, MT",46461,1862,,
1651,"Mineral, MT",40547,4397,,
1652,"Missoula, MT",51090,119600,,
1653,"Musselshell, MT",45902,4633,,
1654,"Park, MT",51538,16606,,
1655,"Petroleum, MT",37070,487,,
1656,"Phillips, MT",42055,3954,,
1657,"Pondera, MT",47477,5911,,
1658,"Powder River, MT",35063,1682,,
1659,"Powell, MT",44111,6890,,
1660,"Prairie, MT",49750,1077,,
1661,"Ravalli, MT",46768,43806,,
1662,"Richland, MT",64486,10803,,
1663,"Roosevelt, MT",36067,11004,,
1664,"Rosebud, MT",45929,8937,,
1665,"Sanders, MT",36296,12113,,
1666,"Sheridan, MT",49659,3309,,
1667,"Silver Bow, MT",49285,34915,,
1668,"Stillwater, MT",53913,9642,,
1669,"Sweet Grass, MT",48591,3737,,
1670,"Teton, MT",49840,6147,,
1671,"Toole, MT",56222,4736,,
1672,"Treasure, MT",61553,696,,
1673,"Valley, MT",47831,7396,,
1674,"Wheatland, MT",40015,2126,,
1675,"Wibaux, MT",42078,969,,
1676,"Yellowstone, MT",54069,161300,,
1677,"Adams, NE",50399,31363,,
1678,"Antelope, NE",54945,6298,,
1679,"Arthur, NE",48955,463,,
1680,"Banner, NE",55695,745,,
1681,"Blaine, NE",60120,465,,
1682,"Boone, NE",58042,5192,,
1683,"Box Butte, NE",50518,10783,,
1684,"Boyd, NE",57949,1919,,
1685,"Brown, NE",57563,2955,,
1686,"Buffalo, NE",57453,49659,,
1687,"Burt, NE",50943,6459,,
1688,"Butler, NE",50050,8016,,
1689,"Cass, NE",53422,26248,,
1690,"Cedar, NE",50992,8402,,
1691,"Chase, NE",61516,3924,,
1692,"Cherry, NE",46632,5689,,
1693,"Cheyenne, NE",49384,8910,,
1694,"Clay, NE",51362,6203,,
1695,"Colfax, NE",44785,10709,,
1696,"Cuming, NE",67977,8846,,
1697,"Custer, NE",49091,10777,,
1698,"Dakota, NE",43872,20026,,
1699,"Dawes, NE",38564,8589,,
1700,"Dawson, NE",46256,23595,,
1701,"Deuel, NE",42899,1794,,
1702,"Dixon, NE",43920,5636,,
1703,"Dodge, NE",48123,36565,,
1704,"Douglas, NE",63853,571327,,
1705,"Dundy, NE",74921,1693,,
1706,"Fillmore, NE",59979,5462,,
1707,"Franklin, NE",49619,2979,,
1708,"Frontier, NE",38860,2627,,
1709,"Furnas, NE",46012,4676,,
1710,"Gage, NE",49057,21513,,
1711,"Garden, NE",48213,1837,,
1712,"Garfield, NE",41192,1969,,
1713,"Gosper, NE",50478,1990,,
1714,"Grant, NE",51082,623,,
1715,"Greeley, NE",46979,2356,,
1716,"Hall, NE",45112,61353,,
1717,"Hamilton, NE",56372,9324,,
1718,"Harlan, NE",53210,3380,,
1719,"Hayes, NE",70008,922,,
1720,"Hitchcock, NE",39690,2762,,
1721,"Holt, NE",54796,10067,,
1722,"Hooker, NE",51849,682,,
1723,"Howard, NE",46471,6445,,
1724,"Jefferson, NE",50079,7046,,
1725,"Johnson, NE",36262,5071,,
1726,"Kearney, NE",56230,6495,,
1727,"Keith, NE",48533,8034,,
1728,"Keya Paha, NE",52917,806,,
1729,"Kimball, NE",44484,3632,,
1730,"Knox, NE",47418,8332,,
1731,"Lancaster, NE",50743,319090,,
1732,"Lincoln, NE",49052,34914,,
1733,"Logan, NE",53451,748,,
1734,"Loup, NE",52977,664,,
1735,"McPherson, NE",47684,494,,
1736,"Madison, NE",51785,35099,,
1737,"Merrick, NE",47637,7755,,
1738,"Morrill, NE",58632,4642,,
1739,"Nance, NE",40934,3519,,
1740,"Nemaha, NE",49201,6972,,
1741,"Nuckolls, NE",53144,4148,,
1742,"Otoe, NE",55284,16012,,
1743,"Pawnee, NE",45191,2613,,
1744,"Perkins, NE",65325,2891,,
1745,"Phelps, NE",54249,9034,,
1746,"Pierce, NE",56236,7148,,
1747,"Platte, NE",48102,33470,,
1748,"Polk, NE",53462,5213,,
1749,"Red Willow, NE",47027,10724,,
1750,"Richardson, NE",50988,7865,,
1751,"Rock, NE",62018,1357,,
1752,"Saline, NE",44351,14224,,
1753,"Sarpy, NE",52190,187196,,
1754,"Saunders, NE",53427,21578,,
1755,"Scotts Bluff, NE",45992,35618,,
1756,"Seward, NE",52487,17284,,
1757,"Sheridan, NE",48644,5246,,
1758,"Sherman, NE",42984,3001,,
1759,"Sioux, NE",52159,1166,,
1760,"Stanton, NE",45869,5920,,
1761,"Thayer, NE",56265,5003,,
1762,"Thomas, NE",55960,722,,
1763,"Thurston, NE",39667,7224,,
1764,"Valley, NE",49708,4158,,
1765,"Washington, NE",57962,20729,,
1766,"Wayne, NE",44879,9385,,
1767,"Webster, NE",52857,3487,,
1768,"Wheeler, NE",82976,783,,
1769,"York, NE",51573,13679,,
1770,"Churchill, NV",45219,24909,,
1771,"Clark, NV",48806,2266715,,
1772,"Douglas, NV",75635,48905,,
1773,"Elko, NV",48584,52778,,
1774,"Esmeralda, NV",41641,873,,
1775,"Eureka, NV",42932,2029,,
1776,"Humboldt, NV",49228,16831,,
1777,"Lander, NV",69293,5532,,
1778,"Lincoln, NV",39362,5183,,
1779,"Lyon, NV",39650,57510,,
1780,"Mineral, NV",41634,4505,,
1781,"Nye, NV",39431,46523,,
1782,"Pershing, NV",32859,6725,,
1783,"Storey, NV",59628,4123,,
1784,"Washoe, NV",63360,471519,,
1785,"White Pine, NV",46761,9580,,
1786,"Carson City (Independent City), NV",52470,55916,,
1787,"Belknap, NH",63308,61303,,
1788,"Carroll, NH",60157,48910,,
1789,"Cheshire, NH",53141,76085,,
1790,"Coos, NH",44399,31563,,
1791,"Grafton, NH",63319,89886,,
1792,"Hillsborough, NH",63218,417025,,
1793,"Merrimack, NH",59593,151391,,
1794,"Rockingham, NH",76902,309769,,
1795,"Strafford, NH",52387,130633,,
1796,"Sullivan, NH",54115,43146,,
1797,"Atlantic, NJ",50631,263670,,
1798,"Bergen, NJ",89456,932202,,
1799,"Burlington, NJ",63605,445349,,
1800,"Camden, NJ",55780,506471,,
1801,"Cape May, NJ",62734,92039,,
1802,"Cumberland, NJ",41237,149527,,
1803,"Essex, NJ",67657,798975,,
1804,"Gloucester, NJ",56499,291636,,
1805,"Hudson, NJ",69406,672391,,
1806,"Hunterdon, NJ",92291,124371,,
1807,"Mercer, NJ",71790,367430,,
1808,"Middlesex, NJ",63457,825062,,
1809,"Monmouth, NJ",82551,618795,,
1810,"Morris, NJ",101646,491845,,
1811,"Ocean, NJ",53139,607186,,
1812,"Passaic, NJ",52129,501826,,
1813,"Salem, NJ",50203,62385,,
1814,"Somerset, NJ",109916,328934,,
1815,"Sussex, NJ",63784,140488,,
1816,"Union, NJ",70865,556341,,
1817,"Warren, NJ",57854,105267,,
1818,"Bernalillo, NM",45431,679121,,
1819,"Catron, NM",32866,3527,,
1820,"Chaves, NM",41746,64615,,
1821,"Cibola, NM*",29384,26675,,
1822,"Colfax, NM",42497,11941,,
1823,"Curry, NM",44914,48954,,
1824,"De Baca, NM",52191,1748,,
1825,"Doña Ana, NM",37756,218195,,
1826,"Eddy, NM",59661,58460,,
1827,"Grant, NM",42959,26998,,
1828,"Guadalupe, NM",35516,4300,,
1829,"Harding, NM",44883,625,,
1830,"Hidalgo, NM",44716,4198,,
1831,"Lea, NM",49039,71070,,
1832,"Lincoln, NM",42900,19572,,
1833,"Los Alamos, NM",73821,19369,,
1834,"Luna, NM",33927,23709,,
1835,"McKinley, NM",29714,71367,,
1836,"Mora, NM",39987,4521,,
1837,"Otero, NM",35889,67490,,
1838,"Quay, NM",41569,8253,,
1839,"Rio Arriba, NM",36100,38921,,
1840,"Roosevelt, NM",43330,18500,,
1841,"Sandoval, NM",43125,146748,,
1842,"San Juan, NM",35999,123958,,
1843,"San Miguel, NM",36105,27277,,
1844,"Santa Fe, NM",60276,150358,,
1845,"Sierra, NM",42255,10791,,
1846,"Socorro, NM",35867,16637,,
1847,"Taos, NM",38810,32723,,
1848,"Torrance, NM",33446,15461,,
1849,"Union, NM",37763,4059,,
1850,"Valencia, NM*",34964,76688,,
1851,"Albany, NY",63037,305506,,
1852,"Allegany, NY",36164,46091,,
1853,"Bronx, NY",39711,1418207,,
1854,"Broome, NY",46361,190488,,
1855,"Cattaraugus, NY",41774,76117,,
1856,"Cayuga, NY",44520,76576,,
1857,"Chautauqua, NY",42355,126903,,
1858,"Chemung, NY",46421,83456,,
1859,"Chenango, NY",44146,47207,,
1860,"Clinton, NY",45112,80485,,
1861,"Columbia, NY",58123,59461,,
1862,"Cortland, NY",42252,47581,,
1863,"Delaware, NY",42220,44135,,
1864,"Dutchess, NY",58478,294218,,
1865,"Erie, NY",53498,918702,,
1866,"Essex, NY",48181,36885,,
1867,"Franklin, NY",39649,50022,,
1868,"Fulton, NY",45459,53383,,
1869,"Genesee, NY",46181,57280,,
1870,"Greene, NY",49100,47188,,
1871,"Hamilton, NY",55578,4416,,
1872,"Herkimer, NY",43479,61319,,
1873,"Jefferson, NY",49365,109834,,
1874,"Kings, NY",56080,2559903,,
1875,"Lewis, NY",47471,26296,,
1876,"Livingston, NY",48268,62914,,
1877,"Madison, NY",45794,70941,,
1878,"Monroe, NY",55034,741770,,
1879,"Montgomery, NY",43272,49221,,
1880,"Nassau, NY",93241,1356924,,
1881,"New York, NY",197847,1628706,,
1882,"Niagara, NY",47207,209281,,
1883,"Oneida, NY",46867,228671,,
1884,"Onondaga, NY",55564,460528,,
1885,"Ontario, NY",55541,109777,,
1886,"Orange, NY",53656,384940,,
1887,"Orleans, NY",41050,40352,,
1888,"Oswego, NY",42025,117124,,
1889,"Otsego, NY",45774,59493,,
1890,"Putnam, NY",69365,98320,,
1891,"Queens, NY",53008,2253858,,
1892,"Rensselaer, NY",51356,158714,,
1893,"Richmond, NY",58890,476143,,
1894,"Rockland, NY",63167,325789,,
1895,"St. Lawrence, NY",39697,107740,,
1896,"Saratoga, NY",72757,229863,,
1897,"Schenectady, NY",51697,155299,,
1898,"Schoharie, NY",43113,30999,,
1899,"Schuyler, NY",43262,17807,,
1900,"Seneca, NY",40534,34016,,
1901,"Steuben, NY",47212,95379,,
1902,"Suffolk, NY",71911,1476601,,
1903,"Sullivan, NY",48753,75432,,
1904,"Tioga, NY",46969,48203,,
1905,"Tompkins, NY",46496,102180,,
1906,"Ulster, NY",53006,177573,,
1907,"Warren, NY",55181,63944,,
1908,"Washington, NY",42181,61204,,
1909,"Wayne, NY",47886,89918,,
1910,"Westchester, NY",113477,967506,,
1911,"Wyoming, NY",43176,39859,,
1912,"Yates, NY",40877,24913,,
1913,"Alamance, NC",41193,169509,,
1914,"Alexander, NC",37622,37497,,
1915,"Alleghany, NC",38514,11137,,
1916,"Anson, NC",36307,24446,,
1917,"Ashe, NC",36426,27203,,
1918,"Avery, NC",36748,17557,,
1919,"Beaufort, NC",43743,46994,,
1920,"Bertie, NC",37424,18947,,
1921,"Bladen, NC",36312,32722,,
1922,"Brunswick, NC",44129,142820,,
1923,"Buncombe, NC",50690,261191,,
1924,"Burke, NC",36212,90485,,
1925,"Cabarrus, NC",46615,216453,,
1926,"Caldwell, NC",36609,82178,,
1927,"Camden, NC",46366,10867,,
1928,"Carteret, NC",51582,69473,,
1929,"Caswell, NC",36153,22604,,
1930,"Catawba, NC",46367,159551,,
1931,"Chatham, NC",64807,74470,,
1932,"Cherokee, NC",33402,28612,,
1933,"Chowan, NC",42314,13943,,
1934,"Clay, NC",34391,11231,,
1935,"Cleveland, NC",38644,97947,,
1936,"Columbus, NC",33743,55508,,
1937,"Craven, NC",46446,102139,,
1938,"Cumberland, NC",40233,335509,,
1939,"Currituck, NC",47767,27763,,
1940,"Dare, NC",57688,37009,,
1941,"Davidson, NC",40876,167609,,
1942,"Davie, NC",49508,42846,,
1943,"Duplin, NC",35208,58741,,
1944,"Durham, NC",51713,321488,,
1945,"Edgecombe, NC",36814,51472,,
1946,"Forsyth, NC",49247,382295,,
1947,"Franklin, NC",37089,69685,,
1948,"Gaston, NC",41506,224529,,
1949,"Gates, NC",38851,11562,,
1950,"Graham, NC",35040,8441,,
1951,"Granville, NC",39610,60443,,
1952,"Greene, NC",32904,21069,,
1953,"Guilford, NC",47546,537174,,
1954,"Halifax, NC",37854,50010,,
1955,"Harnett, NC",35484,135976,,
1956,"Haywood, NC",41798,62317,,
1957,"Henderson, NC",45342,117417,,
1958,"Hertford, NC",33251,23677,,
1959,"Hoke, NC",32574,55234,,
1960,"Hyde, NC",40044,4937,,
1961,"Iredell, NC",52423,181806,,
1962,"Jackson, NC",34860,43938,,
1963,"Johnston, NC",41327,209339,,
1964,"Jones, NC",42024,9419,,
1965,"Lee, NC",42021,61779,,
1966,"Lenoir, NC",41752,55949,,
1967,"Lincoln, NC",47178,86111,,
1968,"McDowell, NC",35227,45756,,
1969,"Macon, NC",40848,35858,,
1970,"Madison, NC",35729,21755,,
1971,"Martin, NC",35541,22440,,
1972,"Mecklenburg, NC",62890,1110356,,
1973,"Mitchell, NC",36684,14964,,
1974,"Montgomery, NC",36181,27173,,
1975,"Moore, NC",51913,100880,,
1976,"Nash, NC",43971,94298,,
1977,"New Hanover, NC",48029,234473,,
1978,"Northampton, NC",36597,19483,,
1979,"Onslow, NC",47525,197938,,
1980,"Orange, NC",65185,148476,,
1981,"Pamlico, NC",43290,12726,,
1982,"Pasquotank, NC",40388,39824,,
1983,"Pender, NC",38338,63060,,
1984,"Perquimans, NC",41804,13463,,
1985,"Person, NC",39119,39490,,
1986,"Pitt, NC",43325,180742,,
1987,"Polk, NC",45459,20724,,
1988,"Randolph, NC",38892,143667,,
1989,"Richmond, NC",35630,44829,,
1990,"Robeson, NC",30423,130625,,
1991,"Rockingham, NC",38419,91010,,
1992,"Rowan, NC",40213,142088,,
1993,"Rutherford, NC",34021,67029,,
1994,"Sampson, NC",35871,63531,,
1995,"Scotland, NC",33938,34823,,
1996,"Stanly, NC",40157,62806,,
1997,"Stokes, NC",38835,45591,,
1998,"Surry, NC",39525,71783,,
1999,"Swain, NC",40819,14271,,
2000,"Transylvania, NC",42515,34385,,
2001,"Tyrrell, NC",32712,4016,,
2002,"Union, NC",53417,239859,,
2003,"Vance, NC",35278,44535,,
2004,"Wake, NC",62264,1111761,,
2005,"Warren, NC",30377,19731,,
2006,"Washington, NC",37481,11580,,
2007,"Watauga, NC",38720,56177,,
2008,"Wayne, NC",39894,123131,,
2009,"Wilkes, NC",37313,68412,,
2010,"Wilson, NC",41339,81801,,
2011,"Yadkin, NC",38816,37667,,
2012,"Yancey, NC",37812,18069,,
2013,"Adams, ND",50172,2216,,
2014,"Barnes, ND",55764,10415,,
2015,"Benson, ND",36139,6832,,
2016,"Billings, ND",79550,928,,
2017,"Bottineau, ND",61071,6282,,
2018,"Bowman, ND",66566,3024,,
2019,"Burke, ND",74224,2115,,
2020,"Burleigh, ND",60117,95626,,
2021,"Cass, ND",58783,181923,,
2022,"Cavalier, ND",65298,3762,,
2023,"Dickey, ND",60512,4872,,
2024,"Divide, ND",52476,2264,,
2025,"Dunn, ND",63237,4424,,
2026,"Eddy, ND",59794,2287,,
2027,"Emmons, ND",49101,3241,,
2028,"Foster, ND",59570,3210,,
2029,"Golden Valley, ND",37688,1761,,
2030,"Grand Forks, ND",53502,69451,,
2031,"Grant, ND",45370,2274,,
2032,"Griggs, ND",56996,2231,,
2033,"Hettinger, ND",49775,2499,,
2034,"Kidder, ND",52877,2480,,
2035,"LaMoure, ND",57831,4046,,
2036,"Logan, ND",51670,1850,,
2037,"McHenry, ND",52038,5745,,
2038,"McIntosh, ND",58245,2497,,
2039,"McKenzie, ND",65130,15024,,
2040,"McLean, ND",55710,9450,,
2041,"Mercer, ND",57936,8187,,
2042,"Morton, ND",53454,31364,,
2043,"Mountrail, ND",61569,10545,,
2044,"Nelson, ND",60964,2879,,
2045,"Oliver, ND",44140,1959,,
2046,"Pembina, ND",60512,6801,,
2047,"Pierce, ND",49600,3975,,
2048,"Ramsey, ND",50047,11519,,
2049,"Ransom, ND",57933,5218,,
2050,"Renville, ND",70486,2327,,
2051,"Richland, ND",51045,16177,,
2052,"Rolette, ND",36875,14176,,
2053,"Sargent, ND",61102,3898,,
2054,"Sheridan, ND",46962,1315,,
2055,"Sioux, ND",28524,4230,,
2056,"Slope, ND",46328,750,,
2057,"Stark, ND",63942,31489,,
2058,"Steele, ND",57770,1890,,
2059,"Stutsman, ND",53065,20704,,
2060,"Towner, ND",62530,2189,,
2061,"Traill, ND",53140,8036,,
2062,"Walsh, ND",51995,10641,,
2063,"Ward, ND",56088,67641,,
2064,"Wells, ND",59292,3834,,
2065,"Williams, ND",68291,37589,,
2066,"Adams, OH",35269,27698,,
2067,"Allen, OH",43788,102351,,
2068,"Ashland, OH",39977,53484,,
2069,"Ashtabula, OH",39767,97241,,
2070,"Athens, OH",34796,65327,,
2071,"Auglaize, OH",49789,45656,,
2072,"Belmont, OH",42987,67006,,
2073,"Brown, OH",38401,43432,,
2074,"Butler, OH",49146,383134,,
2075,"Carroll, OH",40833,26914,,
2076,"Champaign, OH",42432,38885,,
2077,"Clark, OH",41811,134083,,
2078,"Clermont, OH",55842,206428,,
2079,"Clinton, OH",46599,41968,,
2080,"Columbiana, OH",39311,101883,,
2081,"Coshocton, OH",35962,36600,,
2082,"Crawford, OH",39844,41494,,
2083,"Cuyahoga, OH",56502,1235072,,
2084,"Darke, OH",44297,51113,,
2085,"Defiance, OH",42003,38087,,
2086,"Delaware, OH",75778,209177,,
2087,"Erie, OH",61821,74266,,
2088,"Fairfield, OH",47295,157574,,
2089,"Fayette, OH",40002,28525,,
2090,"Franklin, OH",51644,1316756,,
2091,"Fulton, OH",46811,42126,,
2092,"Gallia, OH",40038,29898,,
2093,"Geauga, OH",70955,93649,,
2094,"Greene, OH",51509,168937,,
2095,"Guernsey, OH",41613,38875,,
2096,"Hamilton, OH",61732,817473,,
2097,"Hancock, OH",51762,75783,,
2098,"Hardin, OH",33788,31365,,
2099,"Harrison, OH",39209,15040,,
2100,"Henry, OH",46006,27006,,
2101,"Highland, OH",37317,43161,,
2102,"Hocking, OH",38975,28264,,
2103,"Holmes, OH",46876,43960,,
2104,"Huron, OH",41797,58266,,
2105,"Jackson, OH",36672,32413,,
2106,"Jefferson, OH",40844,65325,,
2107,"Knox, OH",44019,62322,,
2108,"Lake, OH",52475,230149,,
2109,"Lawrence, OH",39610,59463,,
2110,"Licking, OH",47097,176862,,
2111,"Logan, OH",44030,45672,,
2112,"Lorain, OH",47666,309833,,
2113,"Lucas, OH",47875,428348,,
2114,"Madison, OH",41862,44731,,
2115,"Mahoning, OH",43925,228683,,
2116,"Marion, OH",38644,65093,,
2117,"Medina, OH",57387,179746,,
2118,"Meigs, OH",35723,22907,,
2119,"Mercer, OH",52106,41172,,
2120,"Miami, OH",48997,106987,,
2121,"Monroe, OH",36672,13654,,
2122,"Montgomery, OH",48448,531687,,
2123,"Morgan, OH",34038,14508,,
2124,"Morrow, OH",40221,35328,,
2125,"Muskingum, OH",41998,86215,,
2126,"Noble, OH",27703,14424,,
2127,"Ottawa, OH",53133,40525,,
2128,"Paulding, OH",42017,18672,,
2129,"Perry, OH",38469,36134,,
2130,"Pickaway, OH",41422,58457,,
2131,"Pike, OH",38610,27772,,
2132,"Portage, OH",45023,162466,,
2133,"Preble, OH",41110,40882,,
2134,"Putnam, OH",50560,33861,,
2135,"Richland, OH",40507,121154,,
2136,"Ross, OH",38563,76666,,
